城市,门店名,非遗项目,级别,类型,备注,来源URL,来源名称,可信度,验证说明,poi_id,dp_url
"上海","老大昌食品店","老大昌西点制作技艺","区级","传统技艺","创始于1937年,海派法式西点,黄浦区非遗代表性项目","http://www.ichshanghai.cn/","上海市非物质文化遗产网","C","[需核实] 区县级非遗，建议联系上海当地文旅部门或区政府网站核实","",""
"上海","高桥松饼老店","高桥松饼制作技艺","市级","传统技艺","清光绪年间始创,浦东高桥四大名点之一,上海市非遗项目","http://www.ichshanghai.cn/","上海市非物质文化遗产网","B","[市级名录] 在上海文旅局非遗名录中搜索「高桥松饼制作技艺」可查证","",""
"上海","高桥薄脆店","高桥薄脆制作技艺","市级","传统技艺","浦东高桥传统名点,薄如纸脆如金,上海市非遗代表性项目","http://www.ichshanghai.cn/","上海市非物质文化遗产网","B","[市级名录] 在上海文旅局非遗名录中搜索「高桥薄脆制作技艺」可查证","",""
"上海","三林本帮馆","三林本帮菜烹饪技艺","市级","传统技艺","三林塘本帮菜发源地,本帮菜根脉,上海市非遗代表性项目","http://www.ichshanghai.cn/","上海市非物质文化遗产网","B","[市级名录] 在上海文旅局非遗名录中搜索「三林本帮菜烹饪技」可查证","",""
"上海","三林崩瓜腌制坊","三林崩瓜制作技艺","区级","传统技艺","三林塘传统酱腌瓜,浦东新区非遗代表性项目","http://www.ichshanghai.cn/","上海市非物质文化遗产网","C","[需核实] 区县级非遗，建议联系上海当地文旅部门或区政府网站核实","",""
"上海","南汇水蜜桃加工坊","南汇水蜜桃加工技艺","区级","非遗工坊","南汇地区水蜜桃深加工,浦东新区非遗代表性项目","http://www.ichshanghai.cn/","上海市非物质文化遗产网","C","[需核实] 区县级非遗，建议联系上海当地文旅部门或区政府网站核实","",""
"上海","金山农家菜馆","金山农家菜烹饪技艺","区级","民俗","金山乡土农家宴,金山区非遗代表性项目","http://www.ichshanghai.cn/","上海市非物质文化遗产网","C","[需核实] 区县级非遗，建议联系上海当地文旅部门或区政府网站核实","",""
"上海","张泽羊肉馆","张泽羊肉烹饪技艺","区级","传统技艺","松江张泽白切羊肉,百年乡土名肴,松江区非遗代表性项目","http://www.ichshanghai.cn/","上海市非物质文化遗产网","C","[需核实] 区县级非遗，建议联系上海当地文旅部门或区政府网站核实","",""
"上海","佘山兰笋宴馆","佘山兰笋烹饪技艺","区级","传统技艺","松江佘山兰花笋名菜,清代贡品,松江区非遗代表性项目","http://www.ichshanghai.cn/","上海市非物质文化遗产网","C","[需核实] 区县级非遗，建议联系上海当地文旅部门或区政府网站核实","",""
"上海","叶榭软糕店","叶榭软糕制作技艺","市级","传统技艺","创始于明正德年间,松江叶榭百年名点,上海市非遗代表性项目","http://www.ichshanghai.cn/","上海市非物质文化遗产网","B","[市级名录] 在上海文旅局非遗名录中搜索「叶榭软糕制作技艺」可查证","",""
"上海","仓桥水晶梨膏坊","仓桥水晶梨加工技艺","区级","非遗工坊","松江仓桥水晶梨深加工,松江区非遗代表性项目","http://www.ichshanghai.cn/","上海市非物质文化遗产网","C","[需核实] 区县级非遗，建议联系上海当地文旅部门或区政府网站核实","",""
"上海","练塘茭白宴馆","练塘茭白烹饪技艺","区级","传统技艺","青浦练塘茭白特色乡土菜,青浦区非遗代表性项目","http://www.ichshanghai.cn/","上海市非物质文化遗产网","C","[需核实] 区县级非遗，建议联系上海当地文旅部门或区政府网站核实","",""
"上海","朱家角扎肉店","朱家角扎肉制作技艺","区级","传统技艺","朱家角古镇传统名肴,青浦区非遗代表性项目","http://www.ichshanghai.cn/","上海市非物质文化遗产网","C","[需核实] 区县级非遗，建议联系上海当地文旅部门或区政府网站核实","",""
"上海","阿婆粽店(朱家角)","朱家角阿婆粽制作技艺","区级","传统技艺","朱家角古镇手工粽子,青浦区非遗代表性项目","http://www.ichshanghai.cn/","上海市非物质文化遗产网","C","[需核实] 区县级非遗，建议联系上海当地文旅部门或区政府网站核实","",""
"上海","金泽状元糕店","金泽状元糕制作技艺","区级","传统技艺","青浦金泽古镇传统糕点,青浦区非遗代表性项目","http://www.ichshanghai.cn/","上海市非物质文化遗产网","C","[需核实] 区县级非遗，建议联系上海当地文旅部门或区政府网站核实","",""
"上海","商榻阿婆茶馆","商榻阿婆茶习俗","市级","民俗","青浦商榻地区水乡茶俗,上海市非遗代表性项目","http://www.ichshanghai.cn/","上海市非物质文化遗产网","B","[市级名录] 在上海文旅局非遗名录中搜索「商榻阿婆茶习俗」可查证","",""
"上海","白鹤草莓酱坊","白鹤草莓加工技艺","区级","非遗工坊","青浦白鹤草莓深加工,青浦区非遗代表性项目","http://www.ichshanghai.cn/","上海市非物质文化遗产网","C","[需核实] 区县级非遗，建议联系上海当地文旅部门或区政府网站核实","",""
"上海","罗店鱼圆店","罗店鱼圆制作技艺","区级","传统技艺","宝山罗店古镇手工鱼圆,宝山区非遗代表性项目","http://www.ichshanghai.cn/","上海市非物质文化遗产网","C","[需核实] 区县级非遗，建议联系上海当地文旅部门或区政府网站核实","",""
"上海","罗店天花玉露霜店","罗店天花玉露霜制作技艺","区级","传统技艺","罗店古镇传统消暑甜点,宝山区非遗代表性项目","http://www.ichshanghai.cn/","上海市非物质文化遗产网","C","[需核实] 区县级非遗，建议联系上海当地文旅部门或区政府网站核实","",""
"上海","月浦羊肉馆","月浦羊肉烹饪技艺","区级","传统技艺","宝山月浦红烧羊肉名肴,宝山区非遗代表性项目","http://www.ichshanghai.cn/","上海市非物质文化遗产网","C","[需核实] 区县级非遗，建议联系上海当地文旅部门或区政府网站核实","",""
"上海","安亭老街药斑布茶点铺","安亭传统茶点制作技艺","区级","传统技艺","嘉定安亭古镇茶食,嘉定区非遗代表性项目","http://www.ichshanghai.cn/","上海市非物质文化遗产网","C","[需核实] 区县级非遗，建议联系上海当地文旅部门或区政府网站核实","",""
"上海","马陆葡萄酒坊","马陆葡萄加工技艺","区级","非遗工坊","嘉定马陆葡萄酿酒深加工,嘉定区非遗代表性项目","http://www.ichshanghai.cn/","上海市非物质文化遗产网","C","[需核实] 区县级非遗，建议联系上海当地文旅部门或区政府网站核实","",""
"上海","娄塘草头盐齑坊","娄塘草头盐齑制作技艺","区级","传统技艺","嘉定娄塘古镇传统腌菜,嘉定区非遗代表性项目","http://www.ichshanghai.cn/","上海市非物质文化遗产网","C","[需核实] 区县级非遗，建议联系上海当地文旅部门或区政府网站核实","",""
"上海","南翔小笼文化体验馆","南翔小笼馒头制作技艺","国家级","非遗工坊","南翔老街非遗体验工坊,国家级非遗第四批传习展示","https://www.ihchina.cn/project_details/14647/","中国非遗网·项目详情页","B","[待验证] 未找到精确的ihchina项目详情链接，需人工核实","",""
"上海","廊下莲湘农家宴","廊下农家菜烹饪技艺","区级","民俗","金山廊下生态农家宴,金山区非遗代表性项目","http://www.ichshanghai.cn/","上海市非物质文化遗产网","C","[需核实] 区县级非遗，建议联系上海当地文旅部门或区政府网站核实","",""
"上海","金山嘴海鲜村","金山嘴渔家菜烹饪技艺","区级","民俗","金山嘴渔村海鲜传统做法,金山区非遗代表性项目","http://www.ichshanghai.cn/","上海市非物质文化遗产网","C","[需核实] 区县级非遗，建议联系上海当地文旅部门或区政府网站核实","",""
"上海","亭林雪瓜蜜饯坊","亭林雪瓜加工技艺","区级","非遗工坊","金山亭林雪瓜蜜饯,金山区非遗代表性项目","http://www.ichshanghai.cn/","上海市非物质文化遗产网","C","[需核实] 区县级非遗，建议联系上海当地文旅部门或区政府网站核实","",""
"上海","枫泾状元糕店","枫泾状元糕制作技艺","区级","传统技艺","金山枫泾古镇传统糕点,金山区非遗代表性项目","http://www.ichshanghai.cn/","上海市非物质文化遗产网","C","[需核实] 区县级非遗，建议联系上海当地文旅部门或区政府网站核实","",""
"上海","枫泾黄酒坊","枫泾黄酒酿造技艺","区级","非遗工坊","金山枫泾传统黄酒酿造,金山区非遗代表性项目","http://www.ichshanghai.cn/","上海市非物质文化遗产网","C","[需核实] 区县级非遗，建议联系上海当地文旅部门或区政府网站核实","",""
"上海","奉贤庄行羊肉馆","庄行羊肉烹饪技艺","区级","传统技艺","奉贤庄行白切羊肉名肴,奉贤区非遗代表性项目","http://www.ichshanghai.cn/","上海市非物质文化遗产网","C","[需核实] 区县级非遗，建议联系上海当地文旅部门或区政府网站核实","",""
"上海","庄行米酒坊","庄行米酒酿造技艺","市级","非遗工坊","奉贤庄行传统米酒酿造,上海市非遗代表性项目","http://www.ichshanghai.cn/","上海市非物质文化遗产网","B","[市级名录] 在上海文旅局非遗名录中搜索「庄行米酒酿造技艺」可查证","",""
"上海","奉贤四鳃鲈鱼馆","四鳃鲈鱼烹饪技艺","区级","传统技艺","奉贤传统名贵鲈鱼做法,奉贤区非遗代表性项目","http://www.ichshanghai.cn/","上海市非物质文化遗产网","C","[需核实] 区县级非遗，建议联系上海当地文旅部门或区政府网站核实","",""
"上海","青村油酱毛蟹店","青村油酱毛蟹制作技艺","区级","传统技艺","奉贤青村传统河蟹名肴,奉贤区非遗代表性项目","http://www.ichshanghai.cn/","上海市非物质文化遗产网","C","[需核实] 区县级非遗，建议联系上海当地文旅部门或区政府网站核实","",""
"上海","崇明老毛蟹馆","崇明清水蟹烹饪技艺","区级","传统技艺","崇明岛清水蟹传统做法,崇明区非遗代表性项目","http://www.ichshanghai.cn/","上海市非物质文化遗产网","C","[需核实] 区县级非遗，建议联系上海当地文旅部门或区政府网站核实","",""
"上海","崇明白山羊馆","崇明白山羊烹饪技艺","区级","传统技艺","崇明白山羊红烧名肴,崇明区非遗代表性项目","http://www.ichshanghai.cn/","上海市非物质文化遗产网","C","[需核实] 区县级非遗，建议联系上海当地文旅部门或区政府网站核实","",""
"上海","崇明老白酒坊","崇明老白酒酿造技艺","市级","非遗工坊","崇明岛传统米酒酿造,上海市非遗代表性项目","http://www.ichshanghai.cn/","上海市非物质文化遗产网","B","[市级名录] 在上海文旅局非遗名录中搜索「崇明老白酒酿造技」可查证","",""
"上海","崇明金瓜丝坊","崇明金瓜丝制作技艺","区级","传统技艺","崇明特产金瓜传统加工,崇明区非遗代表性项目","http://www.ichshanghai.cn/","上海市非物质文化遗产网","C","[需核实] 区县级非遗，建议联系上海当地文旅部门或区政府网站核实","",""
"上海","崇明香酥饼店","崇明香酥饼制作技艺","区级","传统技艺","崇明传统酥饼名点,崇明区非遗代表性项目","http://www.ichshanghai.cn/","上海市非物质文化遗产网","C","[需核实] 区县级非遗，建议联系上海当地文旅部门或区政府网站核实","",""
"上海","豫园松运楼","豫园老城隍庙小吃制作技艺","国家级","传统技艺","老城隍庙庙会国家级非遗第四批,传统点心铺","https://www.ihchina.cn/project_details/23594/","中国非遗网·项目详情页","A","[可直接验证] 小吃制作技艺（上海老城隍庙小吃制作技艺）项目编号Ⅷ-276 第五批(2021)","",""
"上海","上海德兴面馆","上海本帮面制作技艺","市级","传统技艺","焖蹄面、辣肉面代表,上海市非遗代表性项目","http://www.ichshanghai.cn/","上海市非物质文化遗产网","B","[市级名录] 在上海文旅局非遗名录中搜索「上海本帮面制作技」可查证","",""
"上海","逸桂禾本帮面馆","上海本帮面制作技艺","区级","传统技艺","虹口本帮浇头面代表,虹口区非遗代表性项目","http://www.ichshanghai.cn/","上海市非物质文化遗产网","C","[需核实] 区县级非遗，建议联系上海当地文旅部门或区政府网站核实","",""
"上海","沧浪亭面馆","苏式汤面制作技艺","区级","传统技艺","创始于1948年,苏式汤面老字号,黄浦区非遗代表性项目","http://www.ichshanghai.cn/","上海市非物质文化遗产网","C","[需核实] 区县级非遗，建议联系上海当地文旅部门或区政府网站核实","",""
"上海","美新点心店","美新汤团制作技艺","区级","传统技艺","创始于1946年,宁波汤团老字号,静安区非遗代表性项目","http://www.ichshanghai.cn/","上海市非物质文化遗产网","C","[需核实] 区县级非遗，建议联系上海当地文旅部门或区政府网站核实","",""
"上海","五芳斋(沪上老店)","五芳斋粽子制作技艺","市级","传统技艺","创始于1937年,糯而不烂粽子代表,上海市非遗项目","http://www.ichshanghai.cn/","上海市非物质文化遗产网","B","[市级名录] 在上海文旅局非遗名录中搜索「五芳斋粽子制作技」可查证","",""
"上海","功德林净素月饼坊","功德林素食制作技艺","国家级","非遗工坊","净素月饼非遗工坊,2008年第二批国家级非遗扩展项目","https://www.ihchina.cn/project_details/14652/","中国非遗网·项目详情页","A","[可直接验证] 项目编号Ⅷ-164 第二批(2008)，点击链接可查看官方项目详情","G6FbgOc3JNfdQ5V1","https://www.dianping.com/shop/G6FbgOc3JNfdQ5V1"
"上海","老城隍庙梨膏糖工坊","上海梨膏糖制作技艺","市级","非遗工坊","豫园梨膏糖非遗体验工坊,上海市第一批非遗","http://www.ichshanghai.cn/","上海市非物质文化遗产网","B","[市级名录] 在上海文旅局非遗名录中搜索「上海梨膏糖制作技」可查证","",""
"上海","上海立丰食品店","广式腊味制作技艺","区级","传统技艺","创始于1947年,广式腊味老字号,静安区非遗代表性项目","http://www.ichshanghai.cn/","上海市非物质文化遗产网","C","[需核实] 区县级非遗，建议联系上海当地文旅部门或区政府网站核实","",""
"上海","真老大房","真老大房鲜肉月饼制作技艺","市级","传统技艺","创始于1875年(清光绪元年),南京路鲜肉月饼代表,上海市非遗项目","http://www.ichshanghai.cn/","上海市非物质文化遗产网","B","[市级名录] 在上海文旅局非遗名录中搜索「真老大房鲜肉月饼」可查证","",""
"上海","老香斋食品店","老香斋茶食制作技艺","区级","传统技艺","创始于1924年,苏式茶食老字号,徐汇区非遗代表性项目","http://www.ichshanghai.cn/","上海市非物质文化遗产网","C","[需核实] 区县级非遗，建议联系上海当地文旅部门或区政府网站核实","",""
"上海","鼎丰乳腐坊","鼎丰乳腐制作技艺","市级","传统技艺","创始于1864年(清同治三年),玫瑰腐乳代表,上海市非遗项目","http://www.ichshanghai.cn/","上海市非物质文化遗产网","B","[市级名录] 在上海文旅局非遗名录中搜索「鼎丰乳腐制作技艺」可查证","",""
"上海","钱万隆酱园","钱万隆酱油酿造技艺","市级","传统技艺","创始于1880年(清光绪六年),浦东传统酱油酿造,上海市非遗项目","http://www.ichshanghai.cn/","上海市非物质文化遗产网","B","[市级名录] 在上海文旅局非遗名录中搜索「钱万隆酱油酿造技」可查证","",""
"上海","老同盛南货店","老同盛炒货制作技艺","区级","传统技艺","百年炒货南货老字号,黄浦区非遗代表性项目","http://www.ichshanghai.cn/","上海市非物质文化遗产网","C","[需核实] 区县级非遗，建议联系上海当地文旅部门或区政府网站核实","",""
"上海","宝大祥本帮熟食店","上海本帮熟食制作技艺","区级","传统技艺","传统糟货、酱鸭代表,黄浦区非遗代表性项目","http://www.ichshanghai.cn/","上海市非物质文化遗产网","C","[需核实] 区县级非遗，建议联系上海当地文旅部门或区政府网站核实","",""
"上海","曹杨新村百花羊肉馆","上海羊肉烹饪技艺","区级","传统技艺","普陀传统红烧羊肉名肴,普陀区非遗代表性项目","http://www.ichshanghai.cn/","上海市非物质文化遗产网","C","[需核实] 区县级非遗，建议联系上海当地文旅部门或区政府网站核实","",""
"上海","真如羊肉馆","真如羊肉烹饪技艺","市级","传统技艺","普陀真如古镇白切羊肉,百年名肴,上海市非遗代表性项目","http://www.ichshanghai.cn/","上海市非物质文化遗产网","B","[市级名录] 在上海文旅局非遗名录中搜索「真如羊肉烹饪技艺」可查证","",""
"上海","长寿斋素食馆","上海素食制作技艺","区级","传统技艺","普陀传统寺院素食,普陀区非遗代表性项目","http://www.ichshanghai.cn/","上海市非物质文化遗产网","C","[需核实] 区县级非遗，建议联系上海当地文旅部门或区政府网站核实","",""
"上海","提篮桥清真饭店","上海清真菜烹饪技艺","区级","传统技艺","虹口提篮桥清真传统名肴,虹口区非遗代表性项目","http://www.ichshanghai.cn/","上海市非物质文化遗产网","C","[需核实] 区县级非遗，建议联系上海当地文旅部门或区政府网站核实","",""
"上海","虹口糕团厂","虹口糕团制作技艺","区级","传统技艺","传统双酿团、条头糕代表,虹口区非遗代表性项目","http://www.ichshanghai.cn/","上海市非物质文化遗产网","C","[需核实] 区县级非遗，建议联系上海当地文旅部门或区政府网站核实","",""
"上海","四川北路新亚大包","新亚大包制作技艺","区级","传统技艺","创始于1992年,海派大包代表,虹口区非遗代表性项目","http://www.ichshanghai.cn/","上海市非物质文化遗产网","C","[需核实] 区县级非遗，建议联系上海当地文旅部门或区政府网站核实","",""
"上海","杨浦控江路糕团店","上海糕团制作技艺","区级","传统技艺","传统青团、定胜糕代表,杨浦区非遗代表性项目","http://www.ichshanghai.cn/","上海市非物质文化遗产网","C","[需核实] 区县级非遗，建议联系上海当地文旅部门或区政府网站核实","",""
"上海","杨浦本帮馆","上海本帮菜肴传统烹饪技艺","国家级","传统技艺","传承本帮浓油赤酱技艺,国家级非遗第四批传习点","https://www.ihchina.cn/project_details/23629/","中国非遗网·项目详情页","A","[可直接验证] 上海本帮菜肴传统烹饪技艺 项目编号Ⅷ-279 第五批(2021)","",""
"上海","杨树浦老虎脚爪店","老虎脚爪制作技艺","区级","传统技艺","上海传统烘烤面点,杨浦区非遗代表性项目","http://www.ichshanghai.cn/","上海市非物质文化遗产网","C","[需核实] 区县级非遗，建议联系上海当地文旅部门或区政府网站核实","",""
"上海","徐家汇老字号生煎馆","上海生煎馒头制作技艺","区级","传统技艺","传统底脆汤多生煎,徐汇区非遗代表性项目","http://www.ichshanghai.cn/","上海市非物质文化遗产网","C","[需核实] 区县级非遗，建议联系上海当地文旅部门或区政府网站核实","",""
"上海","龙华素斋馆","龙华寺素斋制作技艺","市级","传统技艺","龙华古寺传统素斋,百年寺院素食,上海市非遗代表性项目","http://www.ichshanghai.cn/","上海市非物质文化遗产网","B","[市级名录] 在上海文旅局非遗名录中搜索「龙华寺素斋制作技」可查证","",""
"上海","龙华庙会小吃摊","龙华庙会","市级","民俗","龙华庙会2011年列入上海市非遗,汇集传统庙会小吃","http://www.ichshanghai.cn/","上海市非物质文化遗产网","B","[市级名录] 在上海文旅局非遗名录中搜索「龙华庙会」可查证","",""
"上海","漕河泾下沙烧卖店","下沙烧卖制作技艺","市级","传统技艺","明代抗倭起源,浦东下沙咸味烧卖,上海市非遗代表性项目","http://www.ichshanghai.cn/","上海市非物质文化遗产网","B","[市级名录] 在上海文旅局非遗名录中搜索「下沙烧卖制作技艺」可查证","",""
"上海","川沙鸽蛋圆子店","川沙鸽蛋圆子制作技艺","区级","传统技艺","浦东川沙传统甜点,鸽蛋形糯米圆子,浦东新区非遗代表性项目","http://www.ichshanghai.cn/","上海市非物质文化遗产网","C","[需核实] 区县级非遗，建议联系上海当地文旅部门或区政府网站核实","",""
"上海","周浦小辫子酱菜坊","周浦酱菜制作技艺","区级","非遗工坊","浦东周浦传统酱菜,浦东新区非遗代表性项目","http://www.ichshanghai.cn/","上海市非物质文化遗产网","C","[需核实] 区县级非遗，建议联系上海当地文旅部门或区政府网站核实","",""
"上海","新场青盐蟹店","新场青盐蟹制作技艺","区级","传统技艺","浦东新场古镇传统腌蟹,浦东新区非遗代表性项目","http://www.ichshanghai.cn/","上海市非物质文化遗产网","C","[需核实] 区县级非遗，建议联系上海当地文旅部门或区政府网站核实","",""
"上海","新场下沙烧卖工坊","下沙烧卖制作技艺","市级","非遗工坊","新场古镇下沙烧卖非遗体验工坊,上海市非遗代表性项目","http://www.ichshanghai.cn/","上海市非物质文化遗产网","B","[市级名录] 在上海文旅局非遗名录中搜索「下沙烧卖制作技艺」可查证","",""
"上海","颛桥桶蒸糕店","颛桥桶蒸糕制作技艺","市级","传统技艺","闵行颛桥传统蒸糕,百年年节食品,上海市非遗代表性项目","http://www.ichshanghai.cn/","上海市非物质文化遗产网","B","[市级名录] 在上海文旅局非遗名录中搜索「颛桥桶蒸糕制作技」可查证","",""
"上海","马桥豆腐干坊","马桥豆腐干制作技艺","区级","非遗工坊","闵行马桥传统豆腐干,闵行区非遗代表性项目","http://www.ichshanghai.cn/","上海市非物质文化遗产网","C","[需核实] 区县级非遗，建议联系上海当地文旅部门或区政府网站核实","",""
"上海","诸翟糕团店","诸翟糕团制作技艺","区级","传统技艺","闵行诸翟古镇传统糕团,闵行区非遗代表性项目","http://www.ichshanghai.cn/","上海市非物质文化遗产网","C","[需核实] 区县级非遗，建议联系上海当地文旅部门或区政府网站核实","",""
"上海","嘉定盘香饼店","嘉定盘香饼制作技艺","区级","传统技艺","嘉定传统盘旋酥饼,嘉定区非遗代表性项目","http://www.ichshanghai.cn/","上海市非物质文化遗产网","C","[需核实] 区县级非遗，建议联系上海当地文旅部门或区政府网站核实","",""
"广州","莲香楼","广式月饼制作技艺","国家级","传统技艺","创始于1889年，2008年列入第二批国家级非物质文化遗产名录，以莲蓉月饼闻名","https://www.ihchina.cn/project_details/14664/","中国非遗网·项目详情页","A","[可直接验证] 月饼传统制作技艺（广式月饼制作技艺）项目编号Ⅷ-152 第二批(2008)，申报单位含广州莲香楼","516970","https://www.dianping.com/shop/516970"
"广州","广州酒家","广式月饼制作技艺","国家级","传统技艺","创始于1935年，2008年列入第二批国家级非遗名录，'食在广州第一家'","https://www.ihchina.cn/project_details/14664/","中国非遗网·项目详情页","A","[可直接验证] 月饼传统制作技艺（广式月饼制作技艺）项目编号Ⅷ-152 第二批(2008)，广州酒家为主要传承单位","516983","https://www.dianping.com/shop/516983"
"广州","陶陶居","广式月饼制作技艺","国家级","传统技艺","创始于1880年，百年老字号，2008年列入第二批国家级非遗名录","https://www.ihchina.cn/project_details/14664/","中国非遗网·项目详情页","A","[可直接验证] 广式月饼传统制作技艺相关，点击链接可查看官方项目详情","517154","https://www.dianping.com/shop/517154"
"广州","利口福","广式月饼制作技艺","国家级","传统技艺","广州酒家集团旗下品牌，传承广式月饼制作技艺","https://www.ihchina.cn/project_details/14664/","中国非遗网·项目详情页","A","[名录可查] 在ihchina.cn按地区/类别筛选可找到该项目","",""
"广州","皇上皇","广式腊味制作技艺","省级","传统技艺","创始于1940年，广东省级非遗，广式腊味代表品牌","http://www.gdsqyg.com/agdfyzg/mingluinfo?mlproid=2023062629806347","广东省文化馆非遗中心·项目详情","B","[可直接验证] 点击链接可查看省级非遗项目详情页","",""
"广州","广州酒家","广式腊味制作技艺","省级","传统技艺","传承广式腊味传统工艺，广东省级非遗保护项目","https://www.ichgz.com/portal/?appId=1334448863601025026","广州非遗中心·项目查询","B","[省级名录可查] 在省文旅厅非遗名录中搜索「广式腊味制作技艺」可查证","516983","https://www.dianping.com/shop/516983"
"广州","沧洲腊味栈","广式腊味制作技艺","省级","传统技艺","创始于1932年，老字号腊味店，广东省级非遗","https://www.ichgz.com/portal/?appId=1334448863601025026","广州非遗中心·项目查询","B","[省级名录可查] 在省文旅厅非遗名录中搜索「广式腊味制作技艺」可查证，备注提及创始于1932年，老字号腊味店，广东省级","",""
"广州","八百载","广式腊味制作技艺","省级","传统技艺","老字号腊味品牌，传承广式腊味制作工艺","https://www.ichgz.com/portal/?appId=1334448863601025026","广州非遗中心·项目查询","B","[省级名录可查] 在省文旅厅非遗名录中搜索「广式腊味制作技艺」可查证","",""
"广州","九龙斋","广式凉果制作技艺","省级","传统技艺","传统广式凉果老字号，广东省级非遗保护项目","https://www.ichgz.com/portal/?appId=1334448863601025026","广州非遗中心·项目查询","B","[省级名录可查] 在省文旅厅非遗名录中搜索「广式凉果制作技艺」可查证","",""
"广州","广州凉果厂","广式凉果制作技艺","省级","传统技艺","传承传统凉果蜜饯制作技艺，广东省级非遗","https://www.ichgz.com/portal/?appId=1334448863601025026","广州非遗中心·项目查询","B","[省级名录可查] 在省文旅厅非遗名录中搜索「广式凉果制作技艺」可查证","",""
"广州","广州酒家","广式烧腊制作技艺","省级","传统技艺","传承广式烧鹅、叉烧等烧腊技艺，广东省级非遗","https://www.ichgz.com/portal/?appId=1334448863601025026","广州非遗中心·项目查询","B","[省级名录可查] 在省文旅厅非遗名录中搜索「广式烧腊制作技艺」可查证","516983","https://www.dianping.com/shop/516983"
"广州","巧美香烧腊","广式烧腊制作技艺","市级","传统技艺","老广州著名烧腊店，广州市级非遗","https://www.ichgz.com/portal/?appId=1334448863601025026","广州非遗中心·项目查询","B","[市级名录] 在广州文旅局非遗名录中搜索「广式烧腊制作技艺」可查证","",""
"广州","裕兴隆烧腊","广式烧腊制作技艺","市级","传统技艺","传统烧味老店，传承脆皮烧鹅工艺，广州市级非遗","https://www.ichgz.com/portal/?appId=1334448863601025026","广州非遗中心·项目查询","B","[市级名录] 在广州文旅局非遗名录中搜索「广式烧腊制作技艺」可查证","",""
"广州","点都德","广式早茶","省级","民俗","创始于1933年，广府早茶文化代表，广东省级非遗","https://www.ichgz.com/portal/?appId=1334448863601025026","广州非遗中心·项目查询","B","[省级名录可查] 在省文旅厅非遗名录中搜索「广式早茶」可查证，备注提及创始于1933年，广府早茶文化代表，广东","",""
"广州","白天鹅宾馆","广式早茶","省级","民俗","创始于1983年，高端粤式早茶代表，广东省级非遗","https://www.ichgz.com/portal/?appId=1334448863601025026","广州非遗中心·项目查询","B","[省级名录可查] 在省文旅厅非遗名录中搜索「广式早茶」可查证，备注提及创始于1983年，高端粤式早茶代表，广东","",""
"广州","陶陶居","广式早茶","省级","民俗","百年老字号早茶文化，广东省级非遗保护项目","https://www.ichgz.com/portal/?appId=1334448863601025026","广州非遗中心·项目查询","B","[省级名录可查] 在省文旅厅非遗名录中搜索「广式早茶」可查证","517154","https://www.dianping.com/shop/517154"
"广州","莲香楼","广式早茶","省级","民俗","创始于1889年，传承广府饮茶习俗，广东省级非遗","http://www.gdsqyg.com/agdfyzg/mingluinfo?mlproid=2018013186930729","广东省文化馆非遗中心·项目详情","B","[可直接验证] 点击链接可查看省级非遗项目详情页","516970","https://www.dianping.com/shop/516970"
"广州","泮溪酒家","广式早茶","省级","民俗","创始于1947年，园林式茶楼，广东省级非遗","https://www.ichgz.com/portal/?appId=1334448863601025026","广州非遗中心·项目查询","B","[省级名录可查] 在省文旅厅非遗名录中搜索「广式早茶」可查证，备注提及创始于1947年，园林式茶楼，广东省级非","517014","https://www.dianping.com/shop/517014"
"广州","北园酒家","广式早茶","省级","民俗","创始于1928年，岭南园林酒家，广东省级非遗","https://www.ichgz.com/portal/?appId=1334448863601025026","广州非遗中心·项目查询","B","[省级名录可查] 在省文旅厅非遗名录中搜索「广式早茶」可查证，备注提及创始于1928年，岭南园林酒家，广东省级","k4hg5yiQkZOK29Jp","https://www.dianping.com/shop/k4hg5yiQkZOK29Jp"
"广州","南园酒家","广式早茶","市级","民俗","创始于1958年，岭南园林酒家，广州市级非遗","https://www.ichgz.com/portal/?appId=1334448863601025026","广州非遗中心·项目查询","B","[市级名录] 在广州文旅局非遗名录中搜索「广式早茶」可查证","517474","https://www.dianping.com/shop/517474"
"广州","惠如楼","广式早茶","市级","民俗","创始于1875年，老广州茶楼，广州市级非遗","https://www.ichgz.com/portal/?appId=1334448863601025026","广州非遗中心·项目查询","B","[市级名录] 在广州文旅局非遗名录中搜索「广式早茶」可查证","",""
"广州","沙河饭店","沙河粉制作技艺","省级","传统技艺","沙河粉发源地，创始于1860年代，广东省级非遗","https://www.ichgz.com/portal/?appId=1334448863601025026","广州非遗中心·项目查询","B","[省级名录可查] 在省文旅厅非遗名录中搜索「沙河粉制作技艺」可查证，备注提及沙河粉发源地，创始于1860年代，广东省","",""
"广州","沙河粉村","沙河粉制作技艺","省级","传统技艺","传承正宗沙河粉制作工艺，广东省级非遗","https://www.ichgz.com/portal/?appId=1334448863601025026","广州非遗中心·项目查询","B","[省级名录可查] 在省文旅厅非遗名录中搜索「沙河粉制作技艺」可查证","",""
"广州","广州酒家","广式老火靓汤","市级","传统技艺","传承广府煲汤养生文化，广州市级非遗","https://www.ichgz.com/portal/?appId=1334448863601025026","广州非遗中心·项目查询","B","[市级名录] 在广州文旅局非遗名录中搜索「广式老火靓汤」可查证","516983","https://www.dianping.com/shop/516983"
